,fullname,team,birthdate,country,height,weight,rider_url,pps,rdr
826,MURPHY Kyle,Rally Cycling,1991-10-05,United States,1.85,67.0,https://www.procyclingstats.com/rider/kyle-murphy,"{'One day races': '69', 'GC': '153', 'Time trial': '184', 'Sprint': '108', 'Climber': '242'}","{'PCS Ranking': '700', 'UCI World Ranking': '622'}"
827,DE VOS Adam,Rally Cycling,1993-10-21,Canada,1.88,0.0,https://www.procyclingstats.com/rider/adam-de-vos,"{'One day races': '183', 'GC': '62', 'Time trial': '53', 'Sprint': '266', 'Climber': '65'}","{'PCS Ranking': '1267', 'UCI World Ranking': '1441'}"
828,MAGNER Ty,L39ion of Los Angeles,1991-05-03,United States,1.73,0.0,https://www.procyclingstats.com/rider/ty-magner,"{'One day races': '78', 'GC': '12', 'Time trial': '87', 'Sprint': '466', 'Climber': '61'}",{'UCI World Ranking': '3070'}
829,COTÉ Pier-André,Rally Cycling,1997-04-24,Canada,1.83,0.0,https://www.procyclingstats.com/rider/pier-andre-cote,"{'One day races': '86', 'GC': '53', 'Time trial': '33', 'Sprint': '232', 'Climber': '20'}","{'PCS Ranking': '468', 'UCI World Ranking': '456'}"
830,ELLSAY Nigel,noteam,1994-04-30,Canada,1.83,0.0,https://www.procyclingstats.com/rider/nigel-ellsay,"{'One day races': '39', 'GC': '95', 'Time trial': '129', 'Sprint': '53', 'Climber': '21'}",{}
831,DAL-CIN Matteo,Rally Cycling,1991-01-14,Canada,1.96,77.0,https://www.procyclingstats.com/rider/matteo-dal-cin,"{'One day races': '31', 'GC': '53', 'Time trial': '86', 'Sprint': '96', 'Climber': '20'}","{'PCS Ranking': '1621', 'UCI World Ranking': '3152'}"
832,ORONTE Emerson,Rally Cycling,1990-01-29,United States,1.75,65.0,https://www.procyclingstats.com/rider/emerson-oronte,"{'One day races': '22', 'GC': '7', 'Time trial': '11', 'Sprint': '38', 'Climber': '18'}",{'UCI World Ranking': '3406'}
833,QUAADE Rasmus,Riwal Cycling Team,1990-01-07,Denmark,1.87,77.0,https://www.procyclingstats.com/rider/rasmus-quaade,"{'One day races': '111', 'GC': '379', 'Time trial': '1008', 'Sprint': '290', 'Climber': '70'}","{'PCS Ranking': '1691', 'UCI World Ranking': '2355'}"
834,AAEN JØRGENSEN Jonas,noteam,1986-04-20,Denmark,1.75,63.0,https://www.procyclingstats.com/rider/jonas-aaen-jorgensen,"{'One day races': '612', 'GC': '212', 'Time trial': '21', 'Sprint': '1386', 'Climber': '68'}",{}
835,KAMP Alexander,Trek - Segafredo,1993-12-14,Denmark,0.0,70.0,https://www.procyclingstats.com/rider/alexander-kamp,"{'One day races': '293', 'GC': '453', 'Time trial': '39', 'Sprint': '833', 'Climber': '170'}","{'PCS Ranking': '764', 'UCI World Ranking': '1718'}"
836,KRON Andreas,Lotto Soudal,1998-06-01,Denmark,1.77,63.0,https://www.procyclingstats.com/rider/andreas-kron,"{'One day races': '129', 'GC': '248', 'Time trial': '6', 'Sprint': '136', 'Climber': '422'}","{'PCS Ranking': '221', 'UCI World Ranking': '244'}"
837,VINTHER Troels Rønning,noteam,1987-02-24,Denmark,1.82,68.0,https://www.procyclingstats.com/rider/troels-vinther,"{'One day races': '227', 'GC': '232', 'Time trial': '49', 'Sprint': '571', 'Climber': '68'}",{}
838,ERIKSSON Lucas,Riwal Cycling Team,1996-04-10,Sweden,1.79,64.0,https://www.procyclingstats.com/rider/lucas-eriksson,"{'One day races': '173', 'GC': '208', 'Time trial': '5', 'Sprint': '112', 'Climber': '102'}","{'PCS Ranking': '292', 'UCI World Ranking': '260'}"
839,VINJEBO Emil,Team Qhubeka NextHash,1994-03-24,Denmark,1.81,67.0,https://www.procyclingstats.com/rider/emil-vinjebo,"{'One day races': '156', 'GC': '126', 'Time trial': '55', 'Sprint': '239', 'Climber': '21'}","{'PCS Ranking': '858', 'UCI World Ranking': '2577'}"
840,STOKBRO Andreas,Team Qhubeka NextHash,1997-04-08,Denmark,1.83,70.0,https://www.procyclingstats.com/rider/andreas-stokbro,"{'One day races': '145', 'GC': '106', 'Time trial': '16', 'Sprint': '302', 'Climber': '35'}","{'PCS Ranking': '654', 'UCI World Ranking': '1012'}"
841,NORSGAARD Mathias,Movistar Team,1997-05-05,Denmark,2.02,81.0,https://www.procyclingstats.com/rider/mathias-norsgaard,"{'One day races': '32', 'GC': '16', 'Time trial': '346', 'Sprint': '38', 'Climber': '0'}","{'PCS Ranking': '534', 'UCI World Ranking': '430'}"
842,HAGEN Krister,noteam,1989-01-12,Norway,0.0,0.0,https://www.procyclingstats.com/rider/krister-hagen,"{'One day races': '107', 'GC': '156', 'Time trial': '81', 'Sprint': '397', 'Climber': '30'}",{}
843,BRØCHNER Nicolai,ColoQuick,1993-07-04,Denmark,0.0,0.0,https://www.procyclingstats.com/rider/nicolai-brochner,"{'One day races': '198', 'GC': '18', 'Time trial': '0', 'Sprint': '933', 'Climber': '13'}","{'PCS Ranking': '1703', 'UCI World Ranking': '1474'}"
844,LUNKE Sindre,noteam,1993-04-17,Norway,1.83,69.0,https://www.procyclingstats.com/rider/sindre-skjoestad-lunke,"{'One day races': '50', 'GC': '201', 'Time trial': '1', 'Sprint': '58', 'Climber': '60'}",{}
845,WALLIN Rasmus Bøgh,noteam,1996-01-02,Denmark,1.95,78.0,https://www.procyclingstats.com/rider/rasmus-bogh-wallin,"{'One day races': '123', 'GC': '12', 'Time trial': '8', 'Sprint': '246', 'Climber': '3'}","{'PCS Ranking': '1110', 'UCI World Ranking': '877'}"
846,VEYHE Torkil,noteam,1990-01-09,Denmark,1.86,77.0,https://www.procyclingstats.com/rider/torkil-veyhe,"{'One day races': '16', 'GC': '76', 'Time trial': '44', 'Sprint': '125', 'Climber': '3'}",{}
847,MAGNUSSON Kim,Riwal Cycling Team,1992-08-31,Sweden,1.85,71.0,https://www.procyclingstats.com/rider/kim-magnusson,"{'One day races': '42', 'GC': '29', 'Time trial': '8', 'Sprint': '34', 'Climber': '10'}","{'PCS Ranking': '1328', 'UCI World Ranking': '1452'}"
848,KONGSTAD Tobias,Riwal Cycling Team,1996-09-14,Denmark,1.89,72.0,https://www.procyclingstats.com/rider/tobias-kongstad,"{'One day races': '31', 'GC': '12', 'Time trial': '0', 'Sprint': '45', 'Climber': '3'}","{'PCS Ranking': '1070', 'UCI World Ranking': '1032'}"
849,BOOM Lars,noteam,1985-12-30,Netherlands,1.91,75.0,https://www.procyclingstats.com/rider/lars-boom,"{'One day races': '1478', 'GC': '2099', 'Time trial': '2879', 'Sprint': '1994', 'Climber': '180'}",{'Specials | All Time Ranking': '464'}
850,WEENING Pieter,noteam,1981-04-05,Netherlands,1.86,68.0,https://www.procyclingstats.com/rider/pieter-weening,"{'One day races': '804', 'GC': '2777', 'Time trial': '353', 'Sprint': '687', 'Climber': '1274'}",{'Specials | All Time Ranking': '751'}
851,VAN STAEYEN Michael,EvoPro Racing,1988-08-13,Belgium,1.67,62.0,https://www.procyclingstats.com/rider/michael-van-staeyen,"{'One day races': '1840', 'GC': '85', 'Time trial': '6', 'Sprint': '3865', 'Climber': '8'}","{'PCS Ranking': '730', 'UCI World Ranking': '1086', 'Specials | All Time Ranking': '1837'}"
852,LAMMERTINK Maurits,Intermarché - Wanty - Gobert Matériaux,1990-08-31,Netherlands,1.69,61.0,https://www.procyclingstats.com/rider/maurits-lammertink,"{'One day races': '799', 'GC': '718', 'Time trial': '93', 'Sprint': '833', 'Climber': '372'}","{'PCS Ranking': '678', 'UCI World Ranking': '813'}"
853,DUIJN Huub,noteam,1984-09-01,Netherlands,1.84,73.0,https://www.procyclingstats.com/rider/huub-duijn,"{'One day races': '921', 'GC': '595', 'Time trial': '218', 'Sprint': '1329', 'Climber': '198'}",{}
854,DE BIE Sean,Bingoal Pauwels Sauces WB,1991-10-03,Belgium,1.73,65.0,https://www.procyclingstats.com/rider/sean-de-bie,"{'One day races': '946', 'GC': '375', 'Time trial': '395', 'Sprint': '1127', 'Climber': '123'}","{'PCS Ranking': '570', 'UCI World Ranking': '604', 'Specials | All Time Ranking': '2012'}"
855,VAN POPPEL Boy,Intermarché - Wanty - Gobert Matériaux,1988-01-18,Netherlands,1.86,78.0,https://www.procyclingstats.com/rider/boy-van-poppel,"{'One day races': '845', 'GC': '343', 'Time trial': '80', 'Sprint': '1848', 'Climber': '9'}","{'PCS Ranking': '282', 'UCI World Ranking': '310'}"
856,VAN DER LIJKE Nick,Riwal Cycling Team,1991-09-23,Netherlands,1.76,61.0,https://www.procyclingstats.com/rider/nick-van-der-lijke,"{'One day races': '408', 'GC': '712', 'Time trial': '51', 'Sprint': '1093', 'Climber': '278'}","{'PCS Ranking': '262', 'UCI World Ranking': '263'}"
857,RIESEBEEK Oscar,Alpecin-Fenix,1992-12-23,Netherlands,1.91,75.0,https://www.procyclingstats.com/rider/oscar-riesebeek,"{'One day races': '421', 'GC': '354', 'Time trial': '58', 'Sprint': '455', 'Climber': '122'}","{'PCS Ranking': '248', 'UCI World Ranking': '253'}"
858,ASSELMAN Jesper,noteam,1990-03-12,Netherlands,1.84,69.0,https://www.procyclingstats.com/rider/jesper-asselman,"{'One day races': '515', 'GC': '68', 'Time trial': '19', 'Sprint': '772', 'Climber': '13'}",{}
859,VAN SCHIP Jan-Willem,BEAT Cycling,1994-08-20,Netherlands,1.94,84.0,https://www.procyclingstats.com/rider/jan-willem-van-schip,"{'One day races': '516', 'GC': '16', 'Time trial': '6', 'Sprint': '690', 'Climber': '10'}","{'PCS Ranking': '794', 'UCI World Ranking': '849'}"
860,REINDERS Elmar,Riwal Cycling Team,1992-03-14,Netherlands,1.91,78.0,https://www.procyclingstats.com/rider/elmar-reinders,"{'One day races': '350', 'GC': '111', 'Time trial': '99', 'Sprint': '369', 'Climber': '54'}","{'PCS Ranking': '504', 'UCI World Ranking': '301'}"
861,STEELS Stijn,Deceuninck - Quick Step,1989-08-21,Belgium,1.82,78.0,https://www.procyclingstats.com/rider/stijn-steels,"{'One day races': '297', 'GC': '35', 'Time trial': '37', 'Sprint': '320', 'Climber': '37'}","{'PCS Ranking': '744', 'UCI World Ranking': '1530'}"
862,LIVYNS Arjen,Bingoal Pauwels Sauces WB,1994-09-01,Belgium,1.7,58.0,https://www.procyclingstats.com/rider/arjen-livyns,"{'One day races': '290', 'GC': '29', 'Time trial': '0', 'Sprint': '219', 'Climber': '78'}","{'PCS Ranking': '445', 'UCI World Ranking': '495'}"
863,VAN GINNEKEN Sjoerd,noteam,1992-11-06,Netherlands,1.85,72.0,https://www.procyclingstats.com/rider/sjoerd-van-ginneken,"{'One day races': '204', 'GC': '44', 'Time trial': '0', 'Sprint': '338', 'Climber': '10'}",{}
864,DE WITTE Mathias,Xelliss - Roubaix Lille Métropole,1993-03-29,Belgium,1.78,61.0,https://www.procyclingstats.com/rider/mathias-de-witte,"{'One day races': '149', 'GC': '36', 'Time trial': '0', 'Sprint': '145', 'Climber': '50'}","{'PCS Ranking': '1021', 'UCI World Ranking': '1154'}"
865,LEYSEN Senne,Alpecin-Fenix,1996-03-18,Belgium,1.9,75.0,https://www.procyclingstats.com/rider/senne-leysen,"{'One day races': '58', 'GC': '80', 'Time trial': '133', 'Sprint': '43', 'Climber': '16'}","{'PCS Ranking': '709', 'UCI World Ranking': '2060'}"
866,TIMMERMANS Justin,noteam,1996-09-25,Netherlands,1.84,72.0,https://www.procyclingstats.com/rider/justin-timmermans,"{'One day races': '35', 'GC': '1', 'Time trial': '0', 'Sprint': '53', 'Climber': '0'}",{}
867,CAPIOT Amaury,Team Arkéa Samsic,1993-06-25,Belgium,1.87,69.0,https://www.procyclingstats.com/rider/amaury-capiot,"{'One day races': '1270', 'GC': '172', 'Time trial': '10', 'Sprint': '1660', 'Climber': '182'}","{'PCS Ranking': '204', 'UCI World Ranking': '173'}"
868,VAN HECKE Preben,noteam,1982-07-09,Belgium,1.79,69.0,https://www.procyclingstats.com/rider/preben-van-hecke,"{'One day races': '1115', 'GC': '420', 'Time trial': '25', 'Sprint': '1032', 'Climber': '159'}",{}
869,SPRENGERS Thomas,Sport Vlaanderen - Baloise,1990-02-05,Belgium,1.77,60.0,https://www.procyclingstats.com/rider/thomas-sprengers,"{'One day races': '586', 'GC': '403', 'Time trial': '48', 'Sprint': '520', 'Climber': '248'}","{'PCS Ranking': '729', 'UCI World Ranking': '1102'}"
870,ALLEGAERT Piet,"Cofidis, Solutions Crédits",1995-01-20,Belgium,1.81,70.0,https://www.procyclingstats.com/rider/piet-allegaert,"{'One day races': '598', 'GC': '96', 'Time trial': '140', 'Sprint': '578', 'Climber': '91'}","{'PCS Ranking': '127', 'UCI World Ranking': '141'}"
871,VAN GESTEL Dries,Team TotalEnergies,1994-09-30,Belgium,1.87,71.0,https://www.procyclingstats.com/rider/dries-van-gestel,"{'One day races': '494', 'GC': '189', 'Time trial': '2', 'Sprint': '367', 'Climber': '87'}","{'PCS Ranking': '411', 'UCI World Ranking': '398'}"
872,NOPPE Christophe,Team Arkéa Samsic,1994-11-29,Belgium,1.76,73.0,https://www.procyclingstats.com/rider/christophe-noppe,"{'One day races': '633', 'GC': '9', 'Time trial': '54', 'Sprint': '790', 'Climber': '8'}","{'PCS Ranking': '368', 'UCI World Ranking': '333'}"
873,MENTEN Milan,Bingoal Pauwels Sauces WB,1996-10-31,Belgium,1.74,68.0,https://www.procyclingstats.com/rider/milan-menten,"{'One day races': '426', 'GC': '149', 'Time trial': '17', 'Sprint': '603', 'Climber': '139'}","{'PCS Ranking': '205', 'UCI World Ranking': '195'}"
874,PLANCKAERT Edward,Alpecin-Fenix,1995-02-01,Belgium,1.75,67.0,https://www.procyclingstats.com/rider/edward-planckaert,"{'One day races': '461', 'GC': '67', 'Time trial': '18', 'Sprint': '662', 'Climber': '18'}","{'PCS Ranking': '616', 'UCI World Ranking': '1049'}"
875,DECLERCQ Benjamin,Team Arkéa Samsic,1994-02-04,Belgium,1.82,67.0,https://www.procyclingstats.com/rider/benjamin-declercq,"{'One day races': '375', 'GC': '157', 'Time trial': '90', 'Sprint': '464', 'Climber': '100'}","{'PCS Ranking': '983', 'UCI World Ranking': '1580'}"
876,VAN ROOY Kenneth,Sport Vlaanderen - Baloise,1993-10-08,Belgium,1.78,70.0,https://www.procyclingstats.com/rider/kenneth-van-rooy,"{'One day races': '355', 'GC': '168', 'Time trial': '1', 'Sprint': '352', 'Climber': '75'}","{'PCS Ranking': '311', 'UCI World Ranking': '261'}"
877,WARLOP Jordi,Sport Vlaanderen - Baloise,1996-06-04,Belgium,1.83,73.0,https://www.procyclingstats.com/rider/jordi-warlop,"{'One day races': '348', 'GC': '19', 'Time trial': '0', 'Sprint': '420', 'Climber': '71'}","{'PCS Ranking': '354', 'UCI World Ranking': '346'}"
878,DELTOMBE Kevin,noteam,1994-02-27,Belgium,1.78,66.0,https://www.procyclingstats.com/rider/kevin-deltombe,"{'One day races': '218', 'GC': '68', 'Time trial': '6', 'Sprint': '282', 'Climber': '38'}",{}
879,WEEMAES Sasha,Sport Vlaanderen - Baloise,1998-02-09,Belgium,1.77,73.0,https://www.procyclingstats.com/rider/sasha-weemaes,"{'One day races': '168', 'GC': '18', 'Time trial': '12', 'Sprint': '279', 'Climber': '0'}","{'PCS Ranking': '702', 'UCI World Ranking': '759'}"
880,VAN POUCKE Aaron,Sport Vlaanderen - Baloise,1998-04-04,Belgium,1.77,68.0,https://www.procyclingstats.com/rider/aaron-van-poucke,"{'One day races': '103', 'GC': '20', 'Time trial': '0', 'Sprint': '74', 'Climber': '34'}","{'PCS Ranking': '636', 'UCI World Ranking': '1031'}"
881,WILLEMS Thimo,Sport Vlaanderen - Baloise,1996-02-09,Belgium,1.75,67.0,https://www.procyclingstats.com/rider/thimo-willems,"{'One day races': '89', 'GC': '6', 'Time trial': '0', 'Sprint': '64', 'Climber': '10'}","{'PCS Ranking': '525', 'UCI World Ranking': '730'}"
882,GHYS Robbe,Sport Vlaanderen - Baloise,1997-01-11,Belgium,1.82,72.0,https://www.procyclingstats.com/rider/robbe-ghys,"{'One day races': '33', 'GC': '17', 'Time trial': '2', 'Sprint': '221', 'Climber': '0'}","{'PCS Ranking': '782', 'UCI World Ranking': '1506'}"
883,DE VYLDER Lindsay,Sport Vlaanderen - Baloise,1995-05-30,Belgium,1.83,70.0,https://www.procyclingstats.com/rider/lindsay-de-vylder,"{'One day races': '62', 'GC': '3', 'Time trial': '0', 'Sprint': '66', 'Climber': '0'}","{'PCS Ranking': '1219', 'UCI World Ranking': '1443'}"
884,VAN GOMPEL Mathias,noteam,1995-09-24,Belgium,1.8,70.0,https://www.procyclingstats.com/rider/mathias-van-gompel,"{'One day races': '54', 'GC': '3', 'Time trial': '10', 'Sprint': '86', 'Climber': '0'}",{}
885,VERWILST Aaron,Sport Vlaanderen - Baloise,1997-05-02,Belgium,1.82,68.0,https://www.procyclingstats.com/rider/aaron-verwilst,"{'One day races': '57', 'GC': '5', 'Time trial': '2', 'Sprint': '66', 'Climber': '6'}",{'UCI World Ranking': '2648'}
886,PLANCKAERT Emiel,noteam,1996-10-22,Belgium,1.83,69.0,https://www.procyclingstats.com/rider/emiel-planckaert,"{'One day races': '34', 'GC': '14', 'Time trial': '0', 'Sprint': '92', 'Climber': '10'}",{}
887,DE KETELE Kenny,Sport Vlaanderen - Baloise,1985-06-05,Belgium,1.78,66.0,https://www.procyclingstats.com/rider/kenny-de-ketele,"{'One day races': '9', 'GC': '19', 'Time trial': '42', 'Sprint': '24', 'Climber': '8'}",{'PCS Ranking': '1803'}
888,DE PAUW Moreno,noteam,1991-08-12,Belgium,1.81,72.0,https://www.procyclingstats.com/rider/moreno-de-pauw,"{'One day races': '6', 'GC': '3', 'Time trial': '0', 'Sprint': '29', 'Climber': '0'}",{}
889,GREIPEL André,Israel Start-Up Nation,1982-07-16,Germany,1.84,80.0,https://www.procyclingstats.com/rider/andre-greipel,"{'One day races': '4650', 'GC': '1921', 'Time trial': '530', 'Sprint': '15910', 'Climber': '700'}","{'PCS Ranking': '133', 'UCI World Ranking': '289', 'Specials | All Time Ranking': '32'}"
890,BARGUIL Warren,Team Arkéa Samsic,1991-10-28,France,1.82,61.0,https://www.procyclingstats.com/rider/warren-barguil,"{'One day races': '1672', 'GC': '2575', 'Time trial': '106', 'Sprint': '488', 'Climber': '3223'}","{'PCS Ranking': '89', 'UCI World Ranking': '70', 'Specials | All Time Ranking': '1049'}"
891,BOUET Maxime,Team Arkéa Samsic,1986-11-03,France,1.84,67.0,https://www.procyclingstats.com/rider/maxime-bouet,"{'One day races': '668', 'GC': '1464', 'Time trial': '396', 'Sprint': '1165', 'Climber': '574'}","{'PCS Ranking': '407', 'UCI World Ranking': '473'}"
892,HARDY Romain,Team Arkéa Samsic,1988-08-24,France,1.72,62.0,https://www.procyclingstats.com/rider/romain-hardy,"{'One day races': '1186', 'GC': '732', 'Time trial': '15', 'Sprint': '1293', 'Climber': '728'}","{'PCS Ranking': '444', 'UCI World Ranking': '420'}"
893,PICHON Laurent,Team Arkéa Samsic,1986-07-19,France,1.78,69.0,https://www.procyclingstats.com/rider/laurent-pichon,"{'One day races': '1518', 'GC': '609', 'Time trial': '84', 'Sprint': '1666', 'Climber': '162'}","{'PCS Ranking': '453', 'UCI World Ranking': '510', 'Specials | All Time Ranking': '1875'}"
894,DELAPLACE Anthony,Team Arkéa Samsic,1989-09-11,France,1.81,65.0,https://www.procyclingstats.com/rider/anthony-delaplace,"{'One day races': '1005', 'GC': '796', 'Time trial': '517', 'Sprint': '952', 'Climber': '269'}","{'PCS Ranking': '279', 'UCI World Ranking': '238', 'Specials | All Time Ranking': '2010'}"
895,MOINARD Amaël,noteam,1982-02-02,France,1.8,69.0,https://www.procyclingstats.com/rider/amael-moinard,"{'One day races': '356', 'GC': '1396', 'Time trial': '119', 'Sprint': '414', 'Climber': '585'}",{}
896,VACHON Florian,noteam,1985-01-02,France,1.79,65.0,https://www.procyclingstats.com/rider/florian-vachon,"{'One day races': '1136', 'GC': '685', 'Time trial': '55', 'Sprint': '1532', 'Climber': '152'}",{'Specials | All Time Ranking': '1755'}
897,FEILLU Brice,noteam,1985-07-26,France,1.9,69.0,https://www.procyclingstats.com/rider/brice-feillu,"{'One day races': '176', 'GC': '999', 'Time trial': '172', 'Sprint': '282', 'Climber': '668'}",{}
898,WAGNER Robert,noteam,1983-04-17,Germany,1.86,75.0,https://www.procyclingstats.com/rider/robert-wagner,"{'One day races': '675', 'GC': '370', 'Time trial': '301', 'Sprint': '1506', 'Climber': '0'}",{}
899,BONNAMOUR Franck,B&B Hotels p/b KTM,1995-06-20,France,1.8,70.0,https://www.procyclingstats.com/rider/franck-bonnamour,"{'One day races': '466', 'GC': '319', 'Time trial': '21', 'Sprint': '165', 'Climber': '519'}","{'PCS Ranking': '87', 'UCI World Ranking': '111'}"
900,GESBERT Élie,Team Arkéa Samsic,1995-07-01,France,1.81,63.0,https://www.procyclingstats.com/rider/elie-gesbert,"{'One day races': '159', 'GC': '541', 'Time trial': '12', 'Sprint': '197', 'Climber': '434'}","{'PCS Ranking': '166', 'UCI World Ranking': '171'}"
901,WELTEN Bram,Team Arkéa Samsic,1997-03-29,Netherlands,1.88,81.0,https://www.procyclingstats.com/rider/bram-welten,"{'One day races': '776', 'GC': '65', 'Time trial': '0', 'Sprint': '849', 'Climber': '21'}","{'PCS Ranking': '140', 'UCI World Ranking': '102'}"
902,SWIFT Connor,Team Arkéa Samsic,1995-10-30,Great Britain,1.9,75.0,https://www.procyclingstats.com/rider/connor-swift,"{'One day races': '411', 'GC': '353', 'Time trial': '89', 'Sprint': '282', 'Climber': '186'}","{'PCS Ranking': '96', 'UCI World Ranking': '90'}"
903,JARRIER Benoît,noteam,1989-02-01,France,1.79,69.0,https://www.procyclingstats.com/rider/benoit-jarrier,"{'One day races': '420', 'GC': '136', 'Time trial': '148', 'Sprint': '613', 'Climber': '11'}",{}
904,LEDANOIS Kévin,Team Arkéa Samsic,1993-07-13,France,1.81,67.0,https://www.procyclingstats.com/rider/kevin-ledanois,"{'One day races': '344', 'GC': '216', 'Time trial': '45', 'Sprint': '332', 'Climber': '70'}","{'PCS Ranking': '753', 'UCI World Ranking': '1131'}"
905,DANIEL Maxime,noteam,1991-06-05,France,1.86,74.0,https://www.procyclingstats.com/rider/maxime-daniel,"{'One day races': '291', 'GC': '44', 'Time trial': '53', 'Sprint': '618', 'Climber': '24'}",{}
906,RUSSO Clément,Team Arkéa Samsic,1995-01-20,France,1.86,73.0,https://www.procyclingstats.com/rider/clement-russo,"{'One day races': '263', 'GC': '161', 'Time trial': '22', 'Sprint': '259', 'Climber': '20'}","{'PCS Ranking': '341', 'UCI World Ranking': '330'}"
907,GUERNALEC Thibault,Team Arkéa Samsic,1997-07-31,France,1.85,71.0,https://www.procyclingstats.com/rider/thibault-guernalec,"{'One day races': '18', 'GC': '162', 'Time trial': '375', 'Sprint': '43', 'Climber': '22'}","{'PCS Ranking': '461', 'UCI World Ranking': '684'}"
908,RIOU Alan,Team Arkéa Samsic,1997-04-02,France,1.76,68.0,https://www.procyclingstats.com/rider/alan-riou,"{'One day races': '164', 'GC': '5', 'Time trial': '57', 'Sprint': '135', 'Climber': '6'}","{'PCS Ranking': '382', 'UCI World Ranking': '355'}"
909,MAISON Jérémy,noteam,1993-07-21,France,1.8,61.0,https://www.procyclingstats.com/rider/jeremy-maison,"{'One day races': '11', 'GC': '147', 'Time trial': '36', 'Sprint': '22', 'Climber': '96'}",{}
910,LE ROUX Romain,noteam,1992-07-03,France,1.73,59.0,https://www.procyclingstats.com/rider/romain-le-roux,"{'One day races': '78', 'GC': '24', 'Time trial': '4', 'Sprint': '70', 'Climber': '31'}",{}
911,JARNET Maxime,Intermarché - Wanty - Gobert Matériaux,1998-09-06,France,0.0,0.0,https://www.procyclingstats.com/rider/maxime-jarnet,"{'One day races': '15', 'GC': '14', 'Time trial': '0', 'Sprint': '62', 'Climber': '10'}","{'PCS Ranking': '828', 'UCI World Ranking': '747'}"
912,DOLEATTO Aurélien,noteam,1997-03-20,France,1.8,61.0,https://www.procyclingstats.com/rider/aurelien-doleatto,"{'One day races': '0', 'GC': '8', 'Time trial': '18', 'Sprint': '3', 'Climber': '32'}",{'UCI World Ranking': '3129'}
913,LECAMUS-LAMBERT Florentin,noteam,1999-05-13,France,1.88,79.0,https://www.procyclingstats.com/rider/florentin-lecamus-lambert,"{'One day races': '3', 'GC': '352', 'Time trial': '0', 'Sprint': '10', 'Climber': '0'}",{'UCI World Ranking': '2705'}
914,KUSZTOR Péter,Team Novo Nordisk,1984-12-27,Hungary,1.79,61.0,https://www.procyclingstats.com/rider/peter-kusztor,"{'One day races': '301', 'GC': '224', 'Time trial': '256', 'Sprint': '701', 'Climber': '106'}","{'PCS Ranking': '1630', 'UCI World Ranking': '3528'}"
915,PERON Andrea,Team Novo Nordisk,1988-10-28,Italy,1.78,70.0,https://www.procyclingstats.com/rider/andrea-peron,"{'One day races': '106', 'GC': '60', 'Time trial': '30', 'Sprint': '672', 'Climber': '25'}","{'PCS Ranking': '1296', 'UCI World Ranking': '2054'}"
916,LOZANO David,Team Novo Nordisk,1988-12-21,Spain,1.78,63.0,https://www.procyclingstats.com/rider/david-lozano,"{'One day races': '43', 'GC': '125', 'Time trial': '0', 'Sprint': '146', 'Climber': '68'}","{'PCS Ranking': '1624', 'UCI World Ranking': '2003'}"
917,PLANET Charles,Team Novo Nordisk,1993-10-30,France,1.79,71.0,https://www.procyclingstats.com/rider/charles-planet,"{'One day races': '72', 'GC': '92', 'Time trial': '118', 'Sprint': '116', 'Climber': '26'}",{'PCS Ranking': '1645'}
918,HENTTALA Joonas,Team Novo Nordisk,1991-09-17,Finland,1.87,73.0,https://www.procyclingstats.com/rider/joonas-henttala,"{'One day races': '57', 'GC': '17', 'Time trial': '13', 'Sprint': '22', 'Climber': '8'}","{'PCS Ranking': '1151', 'UCI World Ranking': '949'}"
919,BRAND Sam,Team Novo Nordisk,1991-02-27,Great Britain,1.85,76.0,https://www.procyclingstats.com/rider/sam-brand,"{'One day races': '15', 'GC': '24', 'Time trial': '5', 'Sprint': '1', 'Climber': '0'}",{'PCS Ranking': '1658'}
920,POLI Umberto,Team Novo Nordisk,1996-08-27,Italy,1.67,0.0,https://www.procyclingstats.com/rider/umberto-poli,"{'One day races': '20', 'GC': '12', 'Time trial': '0', 'Sprint': '50', 'Climber': '0'}","{'PCS Ranking': '1639', 'UCI World Ranking': '3231'}"
921,BENHAMOUDA Mehdi,Team Novo Nordisk,1995-01-02,France,1.73,64.0,https://www.procyclingstats.com/rider/mehdi-benhamouda,"{'One day races': '0', 'GC': '3', 'Time trial': '0', 'Sprint': '168', 'Climber': '0'}",{'PCS Ranking': '2070'}
922,CALABRIA Fabio,noteam,1987-08-27,Australia,1.64,55.0,https://www.procyclingstats.com/rider/fabio-calabria,"{'One day races': '5', 'GC': '6', 'Time trial': '0', 'Sprint': '66', 'Climber': '2'}",{}
923,KAMSTRA Brian,Team Novo Nordisk,1993-07-05,Netherlands,1.84,64.0,https://www.procyclingstats.com/rider/brian-kamstra,"{'One day races': '10', 'GC': '0', 'Time trial': '16', 'Sprint': '13', 'Climber': '0'}",{}
924,CLANCY Stephen,Team Novo Nordisk,1992-07-19,Ireland,1.71,63.0,https://www.procyclingstats.com/rider/stephen-clancy,"{'One day races': '0', 'GC': '2', 'Time trial': '15', 'Sprint': '20', 'Climber': '0'}",{}
925,SAIDOV Ulugbek,Team Novo Nordisk Development,1996-10-06,Uzbekistan,1.7,0.0,https://www.procyclingstats.com/rider/ulugbek-saidov,"{'One day races': '6', 'GC': '0', 'Time trial': '22', 'Sprint': '0', 'Climber': '0'}","{'PCS Ranking': '1928', 'UCI World Ranking': '1967'}"
